Disease,Read code,Term,weight
renal disease,K081.,Nephrogenic diabetes insipidus,2
renal disease,K08y0,Hypokalaemic nephropathy,2
renal disease,K08y4,Other impaired renal function disorder NOS,2
renal disease,K08yz,Other impaired renal function disorder NOS,2
renal disease,K08z.,Impaired renal function disorder NOS,2
renal disease,K0A3.,Nephropathy - chronic,2
renal disease,K0A32,Chron nephritic syndrom difuse membranous glomerulonephritis,2
renal disease,K0A33,Chron neph syn difus mesangial prolifrtiv glomerulonephritis,2
renal disease,K0A34,Chron neph syn difuse endocap prolifrativ glomerulonephritis,2
renal disease,K0A35,Chronic neph syn difus mesangiocapillary glomerulonephritis,2
renal disease,K0A37,Chronic nephritic syn diffuse crescentic glomerulonephritis,2
renal disease,K0A55,[X]Heredtry nephrpthy NEC difus mesangiocapilry glomneph,2
renal disease,K1000,Chronic pyelonephritis without medullary necrosis,2
renal disease,K1001,Chronic pyelonephritis with medullary necrosis,2
renal disease,K1010,Acute pyelonephritis without medullary necrosis,2
renal disease,K1011,Acute pyelonephritis with medullary necrosis,2
renal disease,Kyu2.,[X]Renal failure,2
renal disease,Kyu20,[X]Other acute renal failure,2
renal disease,Kyu21,[X]Other chronic renal failure,2
renal disease,X30Hf,Other impaired renal function disorder NOS,2
renal disease,X30Hg,Nephritis and nephropathy unspecified,2
renal disease,X30Hg,Nephropathy - chronic,2
renal disease,X30I3,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,X30I4,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,X30I5,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,X30I6,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,X30Il,Impaired renal function,2
renal disease,X30In,Chronic renal failure,2
renal disease,X30Io,[X]Renal failure,2
renal disease,X30IR,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,X30J0,Chronic renal failure,2
renal disease,X30J0,End stage renal failure,2
renal disease,XaLHG,Chronic kidney disease stage 1,2
renal disease,XaLHH,Chronic kidney disease stage 2,2
renal disease,XaLHI,Chronic kidney disease stage 3,2
renal disease,XaLHJ,Chronic kidney disease stage 4,2
renal disease,XaLHK,Chronic kidney disease stage 5,2
renal disease,XE0db,Nephropathy - chronic,2
renal disease,XE0dc,Nephritis and nephropathy unspecified,2
renal disease,XE0de,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,XE0df,Chronic renal failure,2
renal disease,XE0dg,Renal failure unspecified,2
renal disease,XE0dh,Other impaired renal function disorder NOS,2
renal disease,XE2QM,Acute renal medullary necrosis,2
rheumatological disease,2A42.,SYSTEMIC LUPUS ERYTHEMATOSUS WITH RENAL,1
rheumatological disease,F3712,Polyneuropathy in rheumatoid arthritis,1
rheumatological disease,F3961,Myopathy due to disseminated lupus erythematosus,1
rheumatological disease,F3964,Myopathy due to rheumatoid arthritis,1
rheumatological disease,F3966,Myopathy due to scleroderma,1
rheumatological disease,G5yA.,Rheumatoid carditis,1
rheumatological disease,H570.,Rheumatoid lung,1
rheumatological disease,H572.,Lung disease with systemic sclerosis,1
rheumatological disease,H57y1,Lung disease with polymyositis,1
rheumatological disease,H57y4,Lung disease with systemic lupus erythematosus,1
rheumatological disease,K01x4,Lupus nephritis,1
rheumatological disease,N000.,Disseminated lupus erythematosus,1
rheumatological disease,N000.,Systemic lupus erythematosus,1
rheumatological disease,N0000,Disseminated lupus erythematosus,1
rheumatological disease,N0001,Libman-Sacks disease,1
rheumatological disease,N0002,Drug-induced systemic lupus erythematosus,1
rheumatological disease,N0003,Systemic lupus erythematosus with organ or sys involv,1
rheumatological disease,N0004,Systemic lupus erythematosus with pericarditis,1
rheumatological disease,N000z,Systemic lupus erythematosus NOS,1
rheumatological disease,N001.,Systemic sclerosis,1
rheumatological disease,N0010,Progressive systemic sclerosis,1
rheumatological disease,N0012,Systemic sclerosis induced by drugs and chemicals,1
rheumatological disease,N004.,Polymyositis,1
rheumatological disease,N04..,Rheumatoid arthritis and other inflammatory polyarthropathy,1
rheumatological disease,N040.,Rheumatoid arthritis,1
rheumatological disease,N0402,Rheumatoid arthritis of shoulder,1
rheumatological disease,N0403,Rheumatoid arthritis of sternoclavicular joint,1
rheumatological disease,N0404,Rheumatoid arthritis of acromioclavicular joint,1
rheumatological disease,N0405,Rheumatoid arthritis of elbow,1
rheumatological disease,N0406,Rheumatoid arthritis of distal radio-ulnar joint,1
rheumatological disease,N0407,Rheumatoid arthritis of wrist,1
rheumatological disease,N0408,Rheumatoid arthritis of MCP joint,1
rheumatological disease,N0409,Rheumatoid arthritis of PIP joint of finger,1
rheumatological disease,N040A,Rheumatoid arthritis of DIP joint of finger,1
rheumatological disease,N040B,Rheumatoid arthritis of hip,1
rheumatological disease,N040C,Rheumatoid arthritis of sacro-iliac joint,1
rheumatological disease,N040D,Rheumatoid arthritis of knee,1
rheumatological disease,N040E,Rheumatoid arthritis of tibio-fibular joint,1
rheumatological disease,N040F,Rheumatoid arthritis of ankle,1
rheumatological disease,N040G,Rheumatoid arthritis of subtalar joint,1
rheumatological disease,N040H,Rheumatoid arthritis of talonavicular joint,1
rheumatological disease,N040J,Rheumatoid arthritis of other tarsal joint,1
rheumatological disease,N040K,Rheumatoid arthritis of 1st MTP joint,1
rheumatological disease,N040L,Rheumatoid arthritis of lesser MTP joint,1
rheumatological disease,N040M,Rheumatoid arthritis of IP joint of toe,1
rheumatological disease,N040P,Seronegative rheumatoid arthritis,1
rheumatological disease,N040T,Flare of rheumatoid arthritis,1
rheumatological disease,N041.,Felty's syndrome,1
rheumatological disease,N0421,Caplan's syndrome,1
rheumatological disease,N0421,Rheumatoid lung,1
rheumatological disease,N0421,Rheumatoid lung disease,1
rheumatological disease,N047.,Seropositive errosive rheumatoid arthritis,1
rheumatological disease,N04X.,"Seropositive rheumatoid arthritis, unspecified",1
rheumatological disease,N04y0,Caplan's syndrome,1
rheumatological disease,N04y1,Sero negative polyarthritis,1
rheumatological disease,N060.,Endemic polyarthritis,1
rheumatological disease,N20..,Polymyalgia rheumatica,1
rheumatological disease,N200.,Giant cell arteritis with polymyalgia rheumatica,1
rheumatological disease,N2314,Polymyositis ossificans,1
rheumatological disease,N240.,Rheumatism and fibrositis unspecified,1
rheumatological disease,N2400,Rheumatism unspecified,1
rheumatological disease,N2402,Muscular rheumatism,1
rheumatological disease,N2407,Hand rheumatism,1
rheumatological disease,N240z,Rheumatism or fibrositis NOS,1
rheumatological disease,N2y..,Other specified nonarticular rheumatism,1
rheumatological disease,N2z..,Nonarticular rheumatism NOS,1
rheumatological disease,Nyu10,[X]Rheumatoid arthritis organs or systems,1
rheumatological disease,Nyu11,[X]Other seropositive rheumatoid arthritis,1
rheumatological disease,Nyu12,[X]Other specified rheumatoid arthritis,1
rheumatological disease,Nyu1G,"[X]Seropositive rheumatoid arthritis, unspecified",1
rheumatological disease,Nyu1G,"Seropositive rheumatoid arthritis, unspecified",1
rheumatological disease,Nyu43,[X]Other forms of systemic lupus erythematosus,1
rheumatological disease,Nyu45,[X]Other forms of systemic sclerosis,1
rheumatological disease,X103Y,Caplan's syndrome,1
rheumatological disease,X701i,Seronegative rheumatoid arthritis,1
rheumatological disease,X701k,Caplan's syndrome,1
rheumatological disease,X702I,Rheumatoid arthritis and other inflammatory polyarthropathy,1
rheumatological disease,X704X,Systemic lupus erythematosus with organ or sys involv,1
rheumatological disease,X705l,Giant cell arteritis with polymyalgia rheumatica,1
rheumatological disease,Xa0AR,Systemic sclerosis,1
rheumatological disease,Xa1jE,Progressive systemic sclerosis,1
rheumatological disease,Xa1jE,Systemic sclerosis,1
rheumatological disease,XaBMO,Seropositive errosive rheumatoid arthritis,1
rheumatological disease,XaC1J,Systemic lupus erythematosus with pericarditis,1
rheumatological disease,XaQbV,Progressive systemic sclerosis,1
rheumatological disease,XE0da,Lupus nephritis,1
rheumatological disease,XE1DF,Systemic sclerosis,1
rheumatological disease,XE1DU,Rheumatoid arthritis and other inflammatory polyarthropathy,1
rheumatological disease,XE1FJ,Polymyalgia rheumatica,1
rheumatological disease,XE2Qb,Endemic polyarthritis,1
